AccidentID,CarID,Date,Severity,Description,RepairCost
A67848,C45115,2025-08-08,Moderate,Damage from pothole incident,2054.0
A00097,C00063,2024-07-28,Moderate,Side panel scratch,460.0
A00098,C00063,2021-12-09,Major,Parking lot scrape,2791.0
A37721,C25110,2023-06-02,Severe,Tire puncture during accident,3842.0
A56493,C37596,2021-06-18,Severe,Damage from pothole incident,3624.0
A56494,C37596,2023-08-07,Major,Rear-end hit at traffic light,3651.0
A11882,C07893,2022-03-04,Moderate,Accident on slippery road,153.0
A11883,C07893,2024-10-17,Major,Front bumper scrape,1734.0
A11884,C07893,2024-03-19,Severe,Rear quarter panel dent,205.0
A30452,C20266,2024-05-22,Major,Fender scratch from curb,701.0
A71105,C47293,2022-09-15,Minor,Front-end collision,1667.0
A71106,C47293,2023-06-30,Minor,Rear quarter panel dent,2129.0
A34031,C22682,2024-04-13,Moderate,Damage from pothole incident,1700.0
A34032,C22682,2022-10-09,Severe,Minor fender bender,1171.0
A34033,C22682,2021-08-18,Moderate,Fender scratch from curb,3692.0
A44928,C29910,2023-01-25,Major,Front bumper scrape,4228.0
A44929,C29910,2021-04-18,Major,Front bumper scrape,4320.0
A03456,C02386,2022-09-27,Moderate,Collision with pole,3989.0
A38931,C25885,2023-08-03,Moderate,Minor parking lot accident,4976.0
A38932,C25885,2025-05-28,Major,Tire puncture during accident,864.0
A12620,C08359,2021-04-27,Severe,Rear-end hit at traffic light,3319.0
A12621,C08359,2020-09-24,Moderate,Side panel scratch,4395.0
A07432,C04996,2021-03-31,Severe,Scratched paint on rear bumper,1985.0
A07433,C04996,2021-12-01,Severe,Scratched paint on rear bumper,947.0
A07434,C04996,2021-09-05,Moderate,Collision with pole,682.0
A30027,C19991,2024-12-19,Major,Damage from pothole incident,1033.0
A55923,C37219,2022-05-14,Major,Minor fender bender,4551.0
A55924,C37219,2023-03-14,Moderate,Minor fender bender,2219.0
A67747,C45048,2024-09-17,Severe,Fender scratch from curb,4716.0
A20673,C13735,2021-10-12,Minor,Rear quarter panel dent,1078.0
A20674,C13735,2021-04-02,Moderate,Fender scratch from curb,3827.0
A20675,C13735,2025-06-04,Minor,Front-end collision,2356.0
A09138,C06112,2021-12-08,Severe,Minor fender bender,3300.0
A09139,C06112,2025-06-16,Moderate,Front bumper scrape,1392.0
A08022,C05374,2023-08-23,Major,Rear quarter panel dent,1337.0
A08023,C05374,2021-03-11,Major,Minor parking lot accident,113.0
A18763,C12432,2021-03-23,Major,Side swipe from passing vehicle,1645.0
A18764,C12432,2022-07-16,Minor,Side swipe from passing vehicle,4335.0
A18311,C12141,2023-04-17,Moderate,Fender scratch from curb,2756.0
A18312,C12141,2024-03-11,Moderate,Side mirror broken,3602.0
A14536,C09646,2022-03-26,Major,Side swipe from passing vehicle,3784.0
A14537,C09646,2020-09-14,Major,Minor parking lot accident,3027.0
A54747,C36449,2022-02-21,Severe,Rear-end hit at traffic light,1133.0
A38039,C25314,2025-01-24,Severe,Minor fender bender,1688.0
A38040,C25314,2022-03-28,Moderate,Head-on collision,3671.0
A38041,C25314,2023-08-27,Minor,Front bumper scrape,3628.0
A07924,C05305,2022-03-20,Major,Rear quarter panel dent,4487.0
A58281,C38770,2024-04-03,Severe,Hood dent from minor crash,406.0
A58282,C38770,2020-10-12,Severe,Side panel scratch,482.0
A56722,C37747,2020-12-25,Minor,Minor parking lot accident,2367.0
A56723,C37747,2025-05-20,Minor,Minor parking lot accident,1930.0
A62229,C41365,2021-06-26,Minor,Tire puncture during accident,3053.0
A62230,C41365,2022-12-02,Severe,Door dent from tight parking,4809.0
A43747,C29110,2024-06-18,Severe,Fender scratch from curb,1727.0
A43748,C29110,2025-01-30,Minor,Tire puncture during accident,1162.0
A25541,C17021,2023-02-04,Minor,Scratched paint on rear bumper,3362.0
A25542,C17021,2024-05-03,Major,Damage from pothole incident,1227.0
A06881,C04615,2022-04-06,Moderate,Hood dent from minor crash,705.0
A45907,C30559,2023-09-17,Severe,Minor parking lot accident,4644.0
A67892,C45145,2023-02-17,Moderate,Windshield damage,581.0
A54325,C36166,2023-12-18,Minor,Minor fender bender,1863.0
A69457,C46192,2024-11-29,Major,Front-end collision,4568.0
A69458,C46192,2022-09-17,Minor,Front-end collision,1622.0
A69459,C46192,2025-08-19,Major,Minor collision at roundabout,3907.0
A65253,C43339,2025-08-23,Moderate,Minor fender bender,112.0
A65254,C43339,2024-08-10,Severe,Tire puncture during accident,3124.0
A65255,C43339,2022-08-08,Minor,Rear quarter panel dent,583.0
A32814,C21862,2025-07-18,Minor,Rear quarter panel dent,489.0
A32815,C21862,2023-03-11,Minor,Damage from pothole incident,918.0
A15676,C10366,2021-05-04,Minor,Damage from pothole incident,3709.0
A59065,C39273,2024-05-03,Major,Rear bumper collision,2817.0
A59066,C39273,2024-12-10,Major,Side swipe from passing vehicle,800.0
A50176,C33413,2021-09-19,Severe,Side swipe from passing vehicle,597.0
A50177,C33413,2023-01-07,Severe,Head-on collision,1816.0
A31292,C20850,2022-08-09,Major,Rear quarter panel dent,1937.0
A25258,C16843,2021-01-11,Moderate,Front-end collision,1680.0
A25259,C16843,2025-01-31,Major,Hood dent from minor crash,203.0
A08148,C05460,2023-04-03,Major,Side panel scratch,1551.0
A08149,C05460,2021-07-16,Minor,Rear-end hit at traffic light,3295.0
A08150,C05460,2025-03-17,Severe,Collision with pole,469.0
A12317,C08172,2021-07-03,Major,Side swipe from passing vehicle,409.0
A50843,C33840,2024-12-07,Minor,Door dent from tight parking,969.0
A50844,C33840,2023-06-24,Severe,Rear bumper collision,4904.0
A50845,C33840,2021-04-03,Moderate,Tire puncture during accident,4878.0
A35436,C23589,2023-12-04,Moderate,Front-end collision,1623.0
A35437,C23589,2023-04-21,Major,Hood dent from minor crash,2281.0
A35438,C23589,2022-02-28,Moderate,Scratched paint on rear bumper,3079.0
A63074,C41913,2024-11-29,Severe,Rear bumper collision,1397.0
A38973,C25914,2024-03-07,Moderate,Minor parking lot accident,1049.0
A38974,C25914,2022-11-19,Moderate,Hood dent from minor crash,3029.0
A54544,C36330,2021-04-17,Severe,Windshield damage,1525.0
A54545,C36330,2021-11-24,Major,Side mirror broken,3202.0
A19997,C13264,2024-07-25,Severe,Fender scratch from curb,743.0
A19998,C13264,2022-06-19,Severe,Minor fender bender,1970.0
A19999,C13264,2025-04-27,Severe,Front-end collision,4122.0
A66391,C44106,2021-03-06,Major,Side swipe from passing vehicle,576.0
A66392,C44106,2022-05-24,Minor,Minor collision at roundabout,3917.0
A66393,C44106,2025-04-13,Major,Rear bumper collision,2885.0
A16880,C11193,2023-03-01,Severe,Front-end collision,171.0
A16881,C11193,2023-08-15,Minor,Side swipe from passing vehicle,1449.0
A16882,C11193,2020-11-26,Severe,Parking lot scrape,2015.0
A41588,C27639,2021-05-18,Severe,Side swipe from passing vehicle,872.0
A41589,C27639,2024-01-26,Severe,Windshield damage,500.0
A41590,C27639,2024-06-12,Major,Door dent from tight parking,1555.0
A53033,C35306,2021-06-11,Moderate,Rear-end hit at traffic light,2774.0
A26598,C17715,2020-09-22,Major,Side mirror broken,2107.0
A26599,C17715,2023-05-12,Minor,Rear quarter panel dent,4460.0
A49038,C32664,2025-07-31,Major,Tire puncture during accident,4932.0
A19849,C13168,2025-06-30,Severe,Front-end collision,1068.0
A37997,C25291,2021-04-23,Moderate,Collision with pole,2928.0
A37998,C25291,2024-01-23,Minor,Rear quarter panel dent,4819.0
A37999,C25291,2024-11-26,Minor,Minor parking lot accident,1448.0
A18805,C12458,2021-07-15,Moderate,Scratched paint on rear bumper,2712.0
A18806,C12458,2025-08-31,Major,Front-end collision,3159.0
A03183,C02186,2023-01-28,Major,Rear-end hit at traffic light,4963.0
A03184,C02186,2022-02-11,Severe,Side panel scratch,1082.0
A03185,C02186,2025-07-10,Major,Windshield damage,4061.0
A32056,C21359,2025-06-09,Moderate,Windshield damage,596.0
A32057,C21359,2021-10-21,Severe,Parking lot scrape,3443.0
A61015,C40554,2024-11-08,Severe,Front-end collision,2150.0
A61016,C40554,2025-02-04,Minor,Damage from pothole incident,159.0
A37945,C25254,2022-05-13,Minor,Rear-end hit at traffic light,821.0
A16641,C11033,2024-06-25,Minor,Windshield damage,4013.0
A16642,C11033,2023-01-26,Major,Minor collision at roundabout,1416.0
A16643,C11033,2023-07-22,Moderate,Rear-end hit at traffic light,4014.0
A20502,C13612,2022-09-26,Moderate,Side swipe from passing vehicle,4735.0
A62059,C41258,2024-05-10,Severe,Front bumper scrape,1185.0
A17719,C11763,2025-01-29,Severe,Side mirror broken,4221.0
A07818,C05236,2021-07-22,Moderate,Side swipe from passing vehicle,2802.0
A07819,C05236,2022-08-11,Major,Tire puncture during accident,335.0
A07820,C05236,2023-10-08,Major,Rear quarter panel dent,4250.0
A08617,C05764,2021-12-10,Moderate,Minor collision at roundabout,835.0
A08618,C05764,2022-11-19,Minor,Minor collision at roundabout,4862.0
A29634,C19733,2025-07-22,Moderate,Parking lot scrape,2414.0
A29635,C19733,2025-06-01,Minor,Hood dent from minor crash,827.0
A29636,C19733,2021-07-21,Minor,Minor parking lot accident,1457.0
A58666,C39018,2023-12-26,Severe,Fender scratch from curb,4541.0
A58667,C39018,2025-01-24,Minor,Door dent from tight parking,4342.0
A58668,C39018,2021-04-21,Severe,Windshield damage,154.0
A54192,C36079,2021-03-30,Minor,Door dent from tight parking,1997.0
A54193,C36079,2022-11-27,Moderate,Hood dent from minor crash,4270.0
A54194,C36079,2022-09-17,Minor,Side mirror broken,2718.0
A67335,C44768,2024-01-12,Severe,Side panel scratch,3532.0
A67336,C44768,2021-03-11,Major,Front-end collision,1129.0
A42502,C28281,2021-04-09,Minor,Side panel scratch,4040.0
A64397,C42759,2022-12-30,Major,Rear bumper collision,2567.0
A64398,C42759,2021-06-17,Major,Damage from pothole incident,771.0
A73610,C48921,2021-05-07,Minor,Front-end collision,178.0
A73611,C48921,2022-08-26,Moderate,Fender scratch from curb,1379.0
A70780,C47079,2021-03-09,Minor,Collision with pole,4270.0
A27260,C18152,2025-05-24,Severe,Minor parking lot accident,1392.0
A27261,C18152,2022-11-22,Minor,Collision with pole,1392.0
A27262,C18152,2023-08-06,Moderate,Head-on collision,2047.0
A32301,C21523,2022-08-04,Moderate,Rear bumper collision,352.0
A44489,C29609,2024-02-02,Severe,Tire puncture during accident,952.0
A14113,C09385,2022-06-28,Severe,Rear bumper collision,1480.0
A31687,C21113,2022-03-05,Moderate,Hood dent from minor crash,4550.0
A31688,C21113,2020-09-30,Moderate,Tire puncture during accident,669.0
A31689,C21113,2022-09-07,Severe,Front-end collision,1493.0
A36904,C24593,2025-05-02,Minor,Minor collision at roundabout,1264.0
A41300,C27462,2023-10-22,Moderate,Minor fender bender,1426.0
A41301,C27462,2022-03-31,Minor,Head-on collision,2125.0
A41302,C27462,2024-05-02,Moderate,Tire puncture during accident,1886.0
A15350,C10167,2023-06-15,Major,Tire puncture during accident,192.0
A15351,C10167,2020-12-31,Moderate,Fender scratch from curb,842.0
A51299,C34138,2024-12-19,Severe,Rear-end hit at traffic light,4503.0
A51300,C34138,2021-04-26,Severe,Front bumper scrape,4704.0
A51301,C34138,2025-03-02,Severe,Accident on slippery road,4620.0
A46894,C31231,2024-04-12,Moderate,Scratched paint on rear bumper,1248.0
A67611,C44958,2024-02-04,Severe,Parking lot scrape,956.0
A67612,C44958,2020-09-08,Moderate,Head-on collision,1841.0
A04476,C03031,2022-11-29,Minor,Fender scratch from curb,3437.0
A43901,C29207,2024-07-20,Major,Fender scratch from curb,4948.0
A43902,C29207,2024-09-12,Major,Damage from pothole incident,3678.0
A47234,C31461,2021-04-03,Major,Side panel scratch,1412.0
A61362,C40777,2023-07-02,Minor,Collision with pole,2029.0
A61363,C40777,2022-02-14,Moderate,Scratched paint on rear bumper,2853.0
A43013,C28615,2021-07-26,Severe,Front bumper scrape,2148.0
A43014,C28615,2025-06-12,Major,Front-end collision,4244.0
A46360,C30871,2021-11-29,Moderate,Front bumper scrape,2229.0
A34390,C22922,2024-01-07,Major,Minor fender bender,4811.0
A34391,C22922,2021-08-06,Major,Tire puncture during accident,3975.0
A54382,C36212,2022-05-26,Minor,Minor fender bender,1188.0
A45665,C30421,2021-02-27,Severe,Side mirror broken,115.0
A45666,C30421,2024-10-23,Minor,Rear quarter panel dent,1235.0
A45667,C30421,2021-06-13,Severe,Rear-end hit at traffic light,3434.0
A04762,C03228,2023-07-13,Moderate,Door dent from tight parking,1418.0
A04763,C03228,2023-01-06,Moderate,Front bumper scrape,968.0
A04764,C03228,2022-03-22,Severe,Windshield damage,4131.0
A66958,C44490,2023-09-25,Major,Rear quarter panel dent,3272.0
A48584,C32344,2023-02-16,Minor,Minor fender bender,368.0
A48585,C32344,2024-07-12,Minor,Accident on slippery road,955.0
A45608,C30373,2022-09-25,Major,Tire puncture during accident,2229.0
A45609,C30373,2024-12-08,Major,Scratched paint on rear bumper,3562.0
A45610,C30373,2024-11-20,Moderate,Front-end collision,4041.0
A27609,C18380,2025-06-19,Moderate,Tire puncture during accident,3291.0
A27610,C18380,2022-09-19,Major,Hood dent from minor crash,4497.0
A27611,C18380,2025-04-25,Moderate,Damage from pothole incident,3468.0
A53652,C35716,2022-03-26,Moderate,Parking lot scrape,1439.0
A53653,C35716,2024-10-15,Moderate,Rear-end hit at traffic light,2465.0
A66140,C43932,2024-05-24,Major,Parking lot scrape,1961.0
A08519,C05708,2025-05-05,Severe,Rear-end hit at traffic light,3155.0
A08520,C05708,2022-05-07,Severe,Minor collision at roundabout,1219.0
A08521,C05708,2023-12-24,Severe,Fender scratch from curb,193.0
A74581,C49578,2020-11-18,Minor,Hood dent from minor crash,671.0
A74582,C49578,2024-03-15,Major,Hood dent from minor crash,927.0
A74583,C49578,2020-11-22,Moderate,Rear-end hit at traffic light,182.0
A56584,C37655,2022-04-09,Minor,Minor parking lot accident,2021.0
A58934,C39191,2025-08-27,Minor,Tire puncture during accident,4961.0
A58935,C39191,2021-03-21,Moderate,Rear bumper collision,2121.0
A58936,C39191,2023-10-03,Major,Damage from pothole incident,4077.0
A04991,C03376,2021-05-01,Severe,Parking lot scrape,4452.0
A28368,C18893,2021-05-09,Major,Rear-end hit at traffic light,3265.0
A28369,C18893,2023-08-15,Severe,Fender scratch from curb,2849.0
A05747,C03864,2021-06-17,Moderate,Scratched paint on rear bumper,3724.0
A05748,C03864,2021-08-04,Severe,Windshield damage,719.0
A64911,C43116,2023-07-29,Minor,Side panel scratch,1078.0
A10835,C07210,2024-07-29,Severe,Side swipe from passing vehicle,3839.0
A10836,C07210,2023-01-12,Minor,Rear quarter panel dent,516.0
A04978,C03367,2025-06-17,Minor,Hood dent from minor crash,2954.0
A24016,C15971,2022-07-07,Moderate,Rear-end hit at traffic light,1887.0
A24017,C15971,2023-01-06,Moderate,Scratched paint on rear bumper,1743.0
A24018,C15971,2020-09-20,Major,Side panel scratch,1784.0
A68166,C45343,2022-03-30,Moderate,Rear-end hit at traffic light,3138.0
A68167,C45343,2024-12-21,Severe,Minor collision at roundabout,2422.0
A68168,C45343,2024-07-30,Minor,Side panel scratch,4849.0
A09077,C06076,2023-11-02,Severe,Tire puncture during accident,1717.0
A09078,C06076,2021-05-05,Major,Minor collision at roundabout,385.0
A49249,C32811,2022-04-24,Moderate,Side mirror broken,1381.0
A71961,C47849,2023-05-06,Moderate,Minor parking lot accident,2763.0
A71962,C47849,2020-10-25,Severe,Minor fender bender,3576.0
A47243,C31466,2023-07-07,Moderate,Collision with pole,363.0
A45247,C30137,2023-12-25,Major,Minor collision at roundabout,2086.0
A25391,C16919,2023-10-12,Moderate,Head-on collision,3671.0
A43287,C28792,2021-10-06,Moderate,Front bumper scrape,2606.0
A43288,C28792,2022-02-25,Moderate,Scratched paint on rear bumper,1468.0
A43289,C28792,2021-07-21,Minor,Scratched paint on rear bumper,3656.0
A69738,C46386,2021-09-07,Minor,Damage from pothole incident,2812.0
A69739,C46386,2023-01-08,Severe,Hood dent from minor crash,2916.0
A71876,C47795,2023-12-27,Severe,Head-on collision,2210.0
A71877,C47795,2021-11-09,Major,Hood dent from minor crash,1267.0
A71878,C47795,2025-03-12,Moderate,Damage from pothole incident,3901.0
A20596,C13675,2025-02-24,Moderate,Rear bumper collision,2722.0
A20597,C13675,2023-08-02,Severe,Door dent from tight parking,1581.0
A20598,C13675,2022-04-30,Major,Front bumper scrape,2217.0
A29128,C19394,2022-04-21,Minor,Minor collision at roundabout,650.0
A17053,C11314,2023-03-26,Minor,Parking lot scrape,2619.0
A69841,C46457,2023-09-08,Major,Accident on slippery road,2143.0
A69842,C46457,2022-12-22,Severe,Door dent from tight parking,4418.0
A69843,C46457,2025-05-26,Moderate,Parking lot scrape,3077.0
A33927,C22609,2023-01-12,Major,Side mirror broken,394.0
A33928,C22609,2023-12-29,Severe,Side panel scratch,3222.0
A33929,C22609,2021-06-24,Severe,Minor parking lot accident,1554.0
A13430,C08921,2021-03-22,Moderate,Scratched paint on rear bumper,2291.0
A01832,C01282,2021-01-08,Minor,Side mirror broken,4805.0
A01833,C01282,2022-04-12,Severe,Hood dent from minor crash,1469.0
A69827,C46450,2021-10-10,Moderate,Tire puncture during accident,2844.0
A50869,C33864,2022-04-03,Severe,Minor fender bender,3030.0
A50870,C33864,2022-09-22,Minor,Rear bumper collision,3351.0
A50871,C33864,2023-02-11,Minor,Parking lot scrape,1028.0
A13654,C09065,2023-05-15,Major,Side swipe from passing vehicle,4963.0
A13655,C09065,2023-04-03,Minor,Head-on collision,4168.0
A59942,C39822,2024-10-19,Minor,Damage from pothole incident,284.0
A59943,C39822,2023-08-16,Severe,Minor collision at roundabout,194.0
A59944,C39822,2021-02-15,Minor,Hood dent from minor crash,4578.0
A34642,C23078,2020-10-06,Minor,Side mirror broken,2501.0
A34643,C23078,2024-09-08,Major,Rear quarter panel dent,1847.0
A34644,C23078,2023-03-20,Major,Door dent from tight parking,819.0
A01333,C00915,2021-01-18,Severe,Windshield damage,716.0
A01334,C00915,2024-02-19,Minor,Windshield damage,1037.0
A33236,C22126,2025-08-04,Severe,Collision with pole,2740.0
A33237,C22126,2023-01-28,Major,Minor collision at roundabout,276.0
A33238,C22126,2020-10-04,Severe,Side swipe from passing vehicle,2454.0
A35091,C23365,2021-07-13,Moderate,Minor parking lot accident,4311.0
A35092,C23365,2023-07-20,Major,Side swipe from passing vehicle,2528.0
A35093,C23365,2021-06-18,Major,Side mirror broken,1571.0
A47191,C31432,2022-01-17,Major,Side swipe from passing vehicle,1069.0
A47192,C31432,2023-07-28,Minor,Rear quarter panel dent,3662.0
A40253,C26750,2020-12-30,Minor,Rear bumper collision,2035.0
A40254,C26750,2021-07-06,Major,Minor collision at roundabout,3220.0
A40255,C26750,2023-11-12,Minor,Side panel scratch,3067.0
A50746,C33780,2022-04-28,Minor,Door dent from tight parking,1180.0
